claim_id,rank,language,file_path,section,claim_type,current_text,suggested_source,status,notes
G00425,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Budo = The way of the warrior,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00426,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Do,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00427,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Honbu,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00428,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Yudansha = Black Belt Holder,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00429,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Mudansha = Student Without Black Belt,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00430,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Waza = Technique,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00431,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Gorei nashi = Without count,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00432,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Mawatte = Turn,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00433,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Irikumi,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00434,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Reigi/reishiki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00435,6th-kyu,base,src/data/graduations/6th-kyu.json,history,history,"Four major Japanese karate styles, Goju-Ryu, Shotokan, Wado-Ryu, Shito-Ryu.",Compare with history sources and lineage-specific source material.,not reviewed,
G00436,6th-kyu,base,src/data/graduations/6th-kyu.json,history,history,"Sensei Jin'an Shinzato – the top student, uchi deshi, and intended successor of Sensei Chojun Miyagi, died during World War II.",Compare with history sources and lineage-specific source material.,not reviewed,
G00437,6th-kyu,base,src/data/graduations/6th-kyu.json,history,history,Goju-Ryu was the first official style name in all karate styles.,Compare with history sources and lineage-specific source material.,not reviewed,
G00438,6th-kyu,base,src/data/graduations/6th-kyu.json,history,history,"Karate was originally called ""te"" (martial arts) or ""tode"" (Chinese martial arts) in Okinawa.",Compare with history sources and lineage-specific source material.,not reviewed,
G00439,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,title,grading-title,DE WEG NAAR 6E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00440,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,requirements.classes,grading-requirement,classes: 35,Compare with official grading regulations and syllabus.,not reviewed,
G00441,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00442,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Tateken zuki (Verticale vuist stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00443,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Haito uchi (Ruggehand slag),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00444,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Ushiro geri (Achterwaartse trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00445,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Sukui uke (Schep blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00446,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Kaishu gedan harai uke (Open hand onderste niveau veegblok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00447,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Sagi ashi dachi (Ooievaar houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00448,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Sagi ashi dachi (Zijwaartse stap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00449,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Mae geri, mawashi geri, yoko geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00450,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Chudan uchi uke, jodan age zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00451,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Gedan uchi uke, chudan ura zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00452,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Yoko geri (Hachiji dachi, zijwaartse stap)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00453,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Shiko dachi gedan harai uke, zenkutsu dachi chudan gyaku zuki, shiko dachi gedan harai uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00454,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kata,grading-technique,Saifa (Reeks),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00455,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Bunkai,grading-technique,Gekisai Dai Ni,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00456,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kumite,grading-technique,"Basis blok – chudan uchi uke, gedan uchi uke, jodan shotei uchi uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00457,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kumite,grading-technique,Ude tanren combinatie,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00458,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kumite,grading-technique,"Hachiji sabaki (Chudan uchi uke, gedan uchi uke)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00459,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie met suri ashi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00460,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie met balans verbrekende technieken,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00461,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Kumite,grading-technique,Irikumi ju,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00462,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara – tateken zuki, haito uchi, ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00463,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Ten tsuki (Enkele hand, dubbele handen)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00464,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Furi sute,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00465,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Ukemi (Yoko, mae, kaiten)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00466,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Kime = Focus.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00467,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Budo = De 'weg van de krijger' als levensstijl/filosofie.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00468,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Do,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00469,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Honbu,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00470,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Yudansha = Karateka met een dan-graad.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00471,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Mudansha = Student Zonder Zwarte Band,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00472,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Waza = Techniek,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00473,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Gorei nashi = Zonder tellen (op eigen tempo).,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00474,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Mawatte = Draai,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00475,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Irikumi,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00476,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,knowledge,terminology-knowledge,Reigi/reishiki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00477,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,history,history,"Vier grote Japanse karate stijlen, Goju-Ryu, Shotokan, Wado-Ryu, Shito-Ryu.",Compare with history sources and lineage-specific source material.,not reviewed,
G00478,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,history,history,"Sensei Jin'an Shinzato – de beste student, uchi deshi, en beoogde opvolger van Sensei Chojun Miyagi, stierf tijdens de Tweede Wereldoorlog.",Compare with history sources and lineage-specific source material.,not reviewed,
G00479,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,history,history,Goju-Ryu was de eerste officiële stijlnaam in alle karate stijlen.,Compare with history sources and lineage-specific source material.,not reviewed,
G00480,6th-kyu,nl,src/data/graduations/6th-kyu.nl.json,history,history,"Karate werd oorspronkelijk ""te"" (martial arts) of ""tode"" (Chinese martial arts) genoemd in Okinawa.",Compare with history sources and lineage-specific source material.,not reviewed,
G00481,7th-kyu,base,src/data/graduations/7th-kyu.json,title,grading-title,THE WAY TO 7TH KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00482,7th-kyu,base,src/data/graduations/7th-kyu.json,requirements.classes,grading-requirement,classes: 30,Compare with official grading regulations and syllabus.,not reviewed,
G00483,7th-kyu,base,src/data/graduations/7th-kyu.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00484,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Kizami zuki (Snap punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00485,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Yoko geri (Side kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00486,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Kin geri (Groin kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00487,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Fumikomi geri (Stamping kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00488,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Chudan uchi uke (Middle level inside block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00489,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Gedan uchi uke (Lower level inside block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00490,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Sanchin dachi (Hourglass stance/sanchin stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00491,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Sanchin dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00492,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,"Neko ashi dachi (Turn, 45 degrees forward & backward)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00493,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Hiza geri,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00494,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Yoko geri,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00495,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Mae geri, mawashi geri, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00496,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Hiki uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00497,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kata,grading-technique,Gekisai Dai Ni (Detail),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00498,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kata,grading-technique,Sanchin (Sequence),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00499,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Bunkai,grading-technique,Gekisai Dai Ichi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00500,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,Sandan gi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00501,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,Basic block with partner – hiki uke,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00502,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,Kakie – basic,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00503,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,Ippon kumite,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00504,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,"Chudan uchi uke, jodan age zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00505,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,"Gedan uchi uke, chudan gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00506,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,"Chudan hiki uke, chudan mawashi geri, chudan gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00507,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Kumite,grading-technique,Ude tanren (kote gitae) chudan gedan inside & outside,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00508,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara - Yoko geri, kingeri, kizami zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00509,7th-kyu,base,src/data/graduations/7th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Tai otoshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00510,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Seiza = Sit down (kneeling),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00511,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Mokuso = Meditation,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00512,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Dojo kun = Dojo rules,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00513,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Mae/yoko/migi/hidari/ushiro/naname,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00514,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Ashi kaete,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00515,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Shomen/shimoza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00516,7th-kyu,base,src/data/graduations/7th-kyu.json,knowledge,terminology-knowledge,Joseki/shimoseki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00517,7th-kyu,base,src/data/graduations/7th-kyu.json,history,history,"Sensei Anichi Miyagi - Direct/last student of Sensei Chojun Miyagi, and teacher of Sensei Morio Higaonna",Compare with history sources and lineage-specific source material.,not reviewed,
G00518,7th-kyu,base,src/data/graduations/7th-kyu.json,history,history,Sensei Morio Higaonna - 1st Chairman and International Chief Instructor of IOGKF,Compare with history sources and lineage-specific source material.,not reviewed,
G00519,7th-kyu,base,src/data/graduations/7th-kyu.json,history,history,IOGKF was formed in 1979 by Sensei Morio Higaonna,Compare with history sources and lineage-specific source material.,not reviewed,
G00520,7th-kyu,base,src/data/graduations/7th-kyu.json,history,history,Bodhi Dharma - 5th century Zen Buddhist monk who had a major influence on development of martial arts,Compare with history sources and lineage-specific source material.,not reviewed,
G00521,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,title,grading-title,DE WEG NAAR 7E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00522,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,requirements.classes,grading-requirement,classes: 30,Compare with official grading regulations and syllabus.,not reviewed,
G00523,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00524,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Kizami zuki (Snap stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00525,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Yoko geri (Zijwaartse trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00526,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Kin geri (Lies trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00527,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Fumikomi geri (Stempel trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00528,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Chudan uchi uke (Middelste niveau binnenste blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00529,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Gedan uchi uke (Onderste niveau binnenste blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00530,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Sanchin dachi (Zandloper houding/sanchin houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00531,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Sanchin dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00532,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,"Neko ashi dachi (Draai, 45 graden voorwaarts & achterwaarts)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00533,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Hiza geri,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00534,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Yoko geri,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00535,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Mae geri, mawashi geri, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00536,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Hiki uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00537,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kata,grading-technique,Gekisai Dai Ni (Detail),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00538,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kata,grading-technique,Sanchin (Reeks),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00539,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Bunkai,grading-technique,Gekisai Dai Ichi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00540,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,Sandan gi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00541,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,Basis blok met partner – hiki uke,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00542,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – basis,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00543,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,Ippon kumite,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00544,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,"Chudan uchi uke, jodan age zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00545,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,"Gedan uchi uke, chudan gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00546,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,"Chudan hiki uke, chudan mawashi geri, chudan gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00547,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Kumite,grading-technique,Ude tanren (kote gitae) chudan gedan binnen & buiten,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00548,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara - Yoko geri, kingeri, kizami zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00549,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Tai otoshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00550,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Seiza = Formeel zitten,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00551,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Mokuso = Meditatie start ('stop gedachten').,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00552,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Dojo kun = De regels die in de dojo gelden.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00553,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Mae/yoko/migi/hidari/ushiro/naname,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00554,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Ashi kaete,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00555,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Shomen/shimoza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00556,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,knowledge,terminology-knowledge,Joseki/shimoseki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00557,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,history,history,"Sensei Anichi Miyagi - Direct/laatste student van Sensei Chojun Miyagi, en leraar van Sensei Morio Higaonna",Compare with history sources and lineage-specific source material.,not reviewed,
G00558,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,history,history,Sensei Morio Higaonna - 1e Voorzitter en Internationale Hoofdinstructeur van IOGKF,Compare with history sources and lineage-specific source material.,not reviewed,
G00559,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,history,history,IOGKF werd opgericht in 1979 door Sensei Morio Higaonna,Compare with history sources and lineage-specific source material.,not reviewed,
G00560,7th-kyu,nl,src/data/graduations/7th-kyu.nl.json,history,history,Bodhi Dharma - 5e eeuw Zen Boeddhistische monnik die een grote invloed had op de ontwikkeling van martial arts,Compare with history sources and lineage-specific source material.,not reviewed,
G00561,8th-kyu,base,src/data/graduations/8th-kyu.json,title,grading-title,THE WAY TO 8TH KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00562,8th-kyu,base,src/data/graduations/8th-kyu.json,requirements.classes,grading-requirement,classes: 24,Compare with official grading regulations and syllabus.,not reviewed,
G00563,8th-kyu,base,src/data/graduations/8th-kyu.json,requirements.months,grading-requirement,months: 2,Compare with official grading regulations and syllabus.,not reviewed,
G00564,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Chudan ura zuki (Middle level short punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00565,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Jodan age zuki (Upper cut),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00566,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Sanbon zuki (Triple punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00567,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Hiza geri (Knee kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
